Hospital Name,Overall rating
EATON RAPIDS MEDICAL CENTER,3.0
ED FRASER MEMORIAL HOSPITAL,
EDEN MEDICAL CENTER,3.0
EDGEFIELD COUNTY HOSPITAL,
EDGERTON HOSPITAL AND HEALTH SERVICES,
EDGEWOOD SURGICAL HOSPITAL,
EDWARD HOSPITAL,3.0
EDWARD MCCREADY MEMORIAL HOSPITAL,
EDWARD W SPARROW HOSPITAL,2.0
EDWARDS COUNTY HOSPITAL,
EDWIN SHAW REHAB INSTITUTE,
EFFINGHAM HEALTH SYSTEM,3.0
EINSTEIN MEDICAL CENTER MONTGOMERY,3.0
EISENHOWER MEDICAL CENTER,4.0
EL CAMINO HOSPITAL,4.0
EL CAMPO MEMORIAL HOSPITAL,3.0
EL CENTRO REGIONAL MEDICAL CENTER,2.0
EL PASO CHILDREN'S HOSPITAL,
EL PASO SPECIALTY HOSPITAL,
ELBERT MEMORIAL HOSPITAL,4.0
ELECTRA MEMORIAL HOSPITAL,3.0
ELIZA COFFEE MEMORIAL HOSPITAL,2.0
ELIZABETHTOWN COMMUNITY HOSPITAL,3.0
ELKHART GENERAL HOSPITAL,4.0
ELKVIEW GENERAL HOSPITAL,3.0
ELLENVILLE REGIONAL HOSPITAL,3.0
ELLETT MEMORIAL HOSPITAL,
ELLINWOOD DISTRICT HOSPITAL,
ELLIOT HOSPITAL,3.0
ELLIS HOSPITAL,2.0
ELLSWORTH COUNTY MEDICAL CENTER,4.0
ELLWOOD CITY HOSPITAL,3.0
ELMHURST HOSPITAL CENTER,1.0
ELMHURST MEMORIAL HOSPITAL,4.0
ELMORE COMMUNITY HOSPITAL,3.0
ELY BLOOMENSON COMMUNITY HOSPITAL,
EMANUEL MEDICAL CENTER,3.0
EMERSON HOSPITAL -,4.0
EMERUS COMMUNITY HOSPITAL,
EMERUS HOSPITAL,
EMIL J FREIREICH CANCER CENTER,
EMORY JOHNS CREEK HOSPITAL,3.0
EMORY UNIVERSITY HOSPITAL,4.0
EMORY UNIVERSITY HOSPITAL MIDTOWN,3.0
ENCINO HOSPITAL MEDICAL CENTER,3.0
ENDLESS MOUNTAINS HEALTH SYSTEMS,3.0
ENGLEWOOD COMMUNITY HOSPITAL,4.0
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,3.0
ENLOE MEDICAL CENTER,3.0
ENNIS REGIONAL MEDICAL CENTER,3.0
EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,3.0
EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,2.0
ERIE COUNTY MEDICAL CENTER,2.0
ERLANGER BLEDSOE HOSPITAL,
ERLANGER MEDICAL CENTER,2.0
ESKENAZI HEALTH,2.0
ESSENTIA HEALTH ADA,
ESSENTIA HEALTH DULUTH,3.0
ESSENTIA HEALTH FOSSTON,3.0
ESSENTIA HEALTH HOLY TRINITY HOSPITAL,
ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER,
ESSENTIA HEALTH SANDSTONE,
ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,3.0
ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,3.0
ESSENTIA HEALTH ST MARYS - DETROIT LAKES,4.0
ESSENTIA HEALTH VIRGINIA,3.0
ESSENTIA HEALTH-FARGO,4.0
ESTES PARK MEDICAL CENTER,
ETMC CARTHAGE,3.0
ETMC HENDERSON,3.0
EUCLID HOSPITAL,4.0
EUREKA COMMUNITY HEALTH SERVICES - CAH,
"EUREKA SPRINGS HOSPITAL, LLC",
EVANGELICAL COMMUNITY HOSPITAL,3.0
EVANS MEMORIAL HOSPITAL,4.0
EVANSTON HOSPITAL,3.0
EVANSTON REGIONAL HOSPITAL,3.0
EVERGREEN HEALTH MONROE,3.0
EVERGREEN MEDICAL CENTER,3.0
EVERGREENHEALTH MEDICAL CENTER,5.0
EXCELA HEALTH FRICK HOSPITAL,3.0
EXCELA HEALTH LATROBE HOSPITAL,3.0
EXCELA HEALTH WESTMORELAND HOSPITAL,4.0
EXCELSIOR SPRINGS HOSPITAL,
EXETER HOSPITAL INC,4.0
F F THOMPSON HOSPITAL,3.0
FAIRBANKS,
FAIRBANKS MEMORIAL HOSPITAL,3.0
FAIRCHILD MEDICAL CENTER,3.0
FAIRFAX COMMUNITY HOSPITAL,
FAIRFIELD MEDICAL CENTER,2.0
FAIRFIELD MEMORIAL HOSPITAL,
FAIRFIELD MEMORIAL HOSPITAL 1,4.0
FAIRMONT REGIONAL MEDICAL CENTER,2.0
FAIRVIEW DEVELOPMENTAL CENTER,
FAIRVIEW HOSPITAL,4.5
FAIRVIEW LAKES MEDICAL CENTER,4.0
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,4.0
FAIRVIEW PARK HOSPITAL,4.0
FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY,
FAIRVIEW RIDGES HOSPITAL,4.0
FAIRVIEW SOUTHDALE HOSPITAL,4.0
FAIRWAY MEDICAL CENTER,
FAITH COMMUNITY HOSPITAL,
FAITH REGIONAL HEALTH SERVICES,4.0
FALL RIVER HOSPITAL - CAH,
FALLON MEDICAL COMPLEX HOSPITAL,
FALLS COMMUNITY HOSPITAL AND CLINIC,4.0
FALMOUTH HOSPITAL,3.0
FANNIN REGIONAL HOSPITAL,3.0
FAULKTON AREA MEDICAL CENTER,
FAUQUIER HOSPITAL,2.0
FAWCETT MEMORIAL HOSPITAL,3.0
FAXTON-ST LUKE'S HEALTHCARE,1.0
FAYETTE COUNTY HOSPITAL,
FAYETTE COUNTY MEMORIAL HOSPITAL,3.0
FAYETTE MEDICAL CENTER,4.0
FAYETTE REGIONAL HEALTH SYSTEM,4.0
FEATHER RIVER HOSPITAL,3.0
FERRELL HOSPITAL COMMUNITY FOUNDATIONS,3.0
FERRY COUNTY MEMORIAL HOSPITAL,
FHN MEMORIAL HOSPITAL,3.0
FIELD HEALTH SYSTEM,2.0
FILLMORE COMMUNITY HOSPITAL,
FILLMORE COUNTY HOSPITAL,
FINLEY HOSPITAL,3.0
FIRELANDS REGIONAL MEDICAL CENTER,4.0
FIRST CARE HEALTH CENTER,
FIRST TEXAS HOSPITAL,
FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,3.0
FIRSTHEALTH MOORE REGIONAL HOSPITAL,4.0
FIRSTLIGHT HEALTH SYSTEM,4.0
FISHER COUNTY HOSPITAL DISTRICT,
FISHER-TITUS HOSPITAL,4.0
FISHERMEN'S HOSPITAL,3.0
FITZGIBBON HOSPITAL,3.0
FIVE RIVERS MEDICAL CENTER,3.0
FLAGET MEMORIAL HOSPITAL,4.0
FLAGLER HOSPITAL,3.0
FLAGSTAFF MEDICAL CENTER,4.0
FLAMBEAU HOSPITAL,4.0
FLEMING COUNTY HOSPITAL,3.0
FLINT RIVER COMMUNITY HOSPITAL,
"FLORENCE HOSPITAL AT ANTHEM, LLC",3.0
FLORIDA HOSPITAL,2.0
FLORIDA HOSPITAL CARROLLWOOD,3.0
FLORIDA HOSPITAL DELAND,3.0
FLORIDA HOSPITAL FISH MEMORIAL,3.0
FLORIDA HOSPITAL FLAGLER,3.0
FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,3.0
FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,4.0
FLORIDA HOSPITAL NEW SMYRNA,2.0
FLORIDA HOSPITAL NORTH PINELLAS,3.0
FLORIDA HOSPITAL TAMPA,2.0
FLORIDA HOSPITAL WATERMAN,3.0
FLORIDA HOSPITAL WAUCHULA,3.0
FLORIDA HOSPITAL WESLEY CHAPEL,4.0
FLORIDA HOSPITAL ZEPHYRHILLS,3.0
FLORIDA STATE HOSPITAL UNIT 31 MED,
FLOWER HOSPITAL,4.0
FLOWERS HOSPITAL,4.0
FLOYD COUNTY MEDICAL CENTER,4.0
FLOYD MEDICAL CENTER,3.0
FLOYD VALLEY HOSPITAL,4.0
FLUSHING HOSPITAL MEDICAL CENTER,1.0
FOOTHILL PRESBYTERIAN HOSPITAL,3.0
FOOTHILL REGIONAL MEDICAL CENTER,
FOOTHILLS HOSPITAL,3.0
FORBES HOSPITAL,3.0
FOREST HEALTH MEDICAL CENTER,
FORKS COMMUNITY HOSPITAL,
FORREST CITY MEDICAL CENTER,2.0
FORREST GENERAL HOSPITAL,2.0
FORT DEFIANCE INDIAN HOSPITAL,
FORT DUNCAN MEDICAL CENTER,3.0
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,4.0
FORT LOUDON MEDICAL CENTER,4.0
FORT MADISON COMMUNITY HOSPITAL,4.0
FORT MEMORIAL HOSPITAL,4.0
FORT SANDERS REGIONAL MEDICAL CENTER,4.0
FORT WALTON BEACH MEDICAL CENTER,3.0
FORT WASHINGTON HOSPITAL,
FOSTORIA COMMUNITY HOSPITAL,3.0
FOUNDATION SURGICAL HOSPITAL OF EL PASO,3.0
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,4.0
FRANCES MAHON DEACONESS HOSPITAL,3.0
FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,
FRANCISCAN HEALTH CARMEL,
FRANCISCAN HEALTH CRAWFORDSVILLE,3.0
FRANCISCAN HEALTH CROWN POINT,3.0
FRANCISCAN HEALTH DYER,2.0
FRANCISCAN HEALTH HAMMOND,3.0
FRANCISCAN HEALTH INDIANAPOLIS,4.0
FRANCISCAN HEALTH LAFAYETTE,4.0
FRANCISCAN HEALTH MICHIGAN CITY,3.0
FRANCISCAN HEALTH MOORESVILLE,5.0
FRANCISCAN HEALTH MUNSTER,3.0
"FRANCISCAN HEALTH RENSSELAER, INC",2.0
FRANCISCAN ST JAMES HEALTH,1.0
FRANK R HOWARD MEMORIAL HOSPITAL,4.0
FRANKFORT REGIONAL MEDICAL CENTER,3.0
FRANKLIN COUNTY MEDICAL CENTER,
FRANKLIN COUNTY MEMORIAL HOSPITAL,
FRANKLIN FOUNDATION HOSPITAL,
FRANKLIN GENERAL HOSPITAL,
FRANKLIN HOSPITAL,3.0
FRANKLIN MEDICAL CENTER,2.0
FRANKLIN MEMORIAL HOSPITAL,3.0
FRANKLIN REGIONAL HOSPITAL,3.0
FRANKLIN WOODS COMMUNITY HOSPITAL,4.0
FREDERICK MEMORIAL HOSPITAL,
FREDONIA REGIONAL HOSPITAL,3.0
FREEMAN HEALTH SYSTEM - FREEMAN WEST,3.0
FREEMAN MEDICAL CENTER - CAH,
FREEMAN NEOSHO HOSPITAL,
FREESTONE MEDICAL CENTER,3.0
FREMONT HEALTH MEDICAL CENTER,2.0
FRENCH HOSPITAL MEDICAL CENTER,4.0
FRESNO SURGICAL HOSPITAL,
FRIO REGIONAL HOSPITAL,
FRISBIE MEMORIAL HOSPITAL,4.0
FROEDTERT MEMORIAL LUTHERAN HOSPITAL,3.0
FRYE REGIONAL MEDICAL CENTER,3.0
FULTON COUNTY HEALTH CENTER,3.0
FULTON COUNTY HOSPITAL,2.0
FULTON COUNTY MEDICAL CENTER,3.0
FULTON MEDICAL CENTER LLC,3.0
FW HUSTON MEDICAL CENTER,
GADSDEN REGIONAL MEDICAL CENTER,2.0
GALESBURG COTTAGE HOSPITAL,3.0
GALION COMMUNITY HOSPITAL,3.0
GALLUP INDIAN MEDICAL CENTER,2.0
GARDEN CITY HOSPITAL,2.0
GARDEN GROVE HOSPITAL & MEDICAL CENTER,4.0
GARDEN PARK MEDICAL CENTER,3.0
GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,3.0
GARFIELD COUNTY HEALTH CENTER,
GARFIELD COUNTY MEMORIAL HOSPITAL,
GARFIELD MEDICAL CENTER,4.0
GARFIELD MEMORIAL HOSPITAL,
GARRETT COUNTY MEMORIAL HOSPITAL,
GARRISON MEMORIAL HOSPITAL,
GATEWAY REGIONAL MEDICAL CENTER,2.0
GEARY COMMUNITY HOSPITAL,3.0
GEISINGER - BLOOMSBURG HOSPITAL,3.0
GEISINGER - COMMUNITY MEDICAL CENTER,2.0
GEISINGER MEDICAL CENTER,2.0
GEISINGER WYOMING VALLEY MEDICAL CENTER,3.0
GEISINGER-LEWISTOWN HOSPITAL,3.0
GENESIS HEALTH SYSTEM,3.0
GENESIS HOSPITAL,4.0
"GENESIS MEDICAL CENTER, ALEDO",
GENESIS MEDICAL CENTER-DAVENPORT,4.0
GENESIS MEDICAL CENTER-DEWITT,
GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,2.0
GENEVA GENERAL HOSPITAL,3.0
GENOA COMMUNITY HOSPITAL,
GEORGE C GRAPE COMMUNITY HOSPITAL,
GEORGE E WEEMS MEMORIAL HOSPITAL,
GEORGE L MEE MEMORIAL HOSPITAL,3.0
GEORGE REGIONAL HEALTH SYSTEM,3.0
GEORGE WASHINGTON UNIV HOSPITAL,1.0
GEORGETOWN COMMUNITY HOSPITAL,3.0
GEORGIANA MEDICAL CENTER,3.0
GERALD CHAMPION REGIONAL MEDICAL CENTER,2.0
GETTYSBURG HOSPITAL,4.0
GHS  LAURENS COUNTY MEMORIAL HOSPITAL,4.0
GHS GREENVILLE MEMORIAL HOSPITAL,4.0
GHS GREER MEMORIAL HOSPITAL,5.0
GHS HILLCREST MEMORIAL HOSPITAL,4.0
GHS OCONEE MEMORIAL  HOSPITAL,3.0
GHS PATEWOOD MEMORIAL HOSPITAL,5.0
GIBSON COMMUNITY HOSPITAL,4.0
GIBSON GENERAL HOSPITAL,3.0
GIFFORD MEDICAL CENTER,3.0
GILA REGIONAL MEDICAL CENTER,4.0
GILBERT HOSPITAL,
GILLETTE CHILDRENS SPECIALTY HOSPITAL,
GIRARD MEDICAL CENTER,3.0
GLACIAL RIDGE HOSPITAL,4.0
GLEN COVE HOSPITAL,2.0
GLEN ROSE MEDICAL CENTER,4.0
GLENBEIGH HEALTH SOURCES,
GLENCOE REGIONAL HEALTH SERVICES,3.0
GLENDALE ADVENTIST MEDICAL CENTER,4.0
GLENDALE MEM HOSPITAL & HLTH CENTER,3.0
GLENDIVE MEDICAL CENTER,
GLENDORA COMMUNITY HOSPITAL,4.0
GLENN MEDICAL CENTER,
GLENS FALLS HOSPITAL,4.0
GLENWOOD REGIONAL MEDICAL CENTER,2.0
GOLDEN PLAINS COMMUNITY HOSPITAL,3.0
GOLDEN VALLEY MEMORIAL HOSPITAL,4.0
GOLETA VALLEY COTTAGE HOSPITAL,5.0
GOOD SAMARITAN HEALTH CENTER,3.0
GOOD SAMARITAN HOSPITAL,2.5714285714285716
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1.0
GOOD SAMARITAN HOSPITAL OF SUFFERN,2.0
GOOD SAMARITAN MEDICAL CENTER,2.6666666666666665
GOOD SAMARITAN REGIONAL HLTH CENTER,2.0
GOOD SAMARITAN REGIONAL MEDICAL CENTER,3.0
GOOD SHEPHERD MEDICAL CENTER,3.0
GOOD SHEPHERD MEDICAL CENTER MARSHALL,3.0
GOODALL WITCHER HOSPITAL,
GOODLAND REGIONAL MEDICAL CENTER,
GORDON HOSPITAL,5.0
GORDON MEMORIAL HOSPITAL DISTRICT,
GOSHEN GENERAL HOSPITAL,3.0
GOTHENBURG MEMORIAL HOSPITAL,
GOUVERNEUR HOSPITAL,
GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,2.0
GOVE COUNTY MEDICAL CENTER,
GRACE COTTAGE HOSPITAL,
GRACE MEDICAL CENTER,4.0
GRADY GENERAL HOSPITAL,4.0
GRADY MEMORIAL HOSPITAL,2.6666666666666665
GRAFTON CITY HOSPITAL,
GRAHAM COUNTY HOSPITAL,3.0
GRAHAM HOSPITAL ASSOCIATION,3.0
GRAHAM REGIONAL MEDICAL CENTER,3.0
GRAND ITASCA CLINIC AND HOSPITAL,3.0
GRAND LAKE HEALTH SYSTEM,4.0
GRAND RIVER MEDICAL CENTER,4.0
GRAND STRAND REGIONAL MEDICAL CENTER,3.0
GRAND VIEW HOSPITAL,4.0
GRANDE RONDE HOSPITAL,3.0
GRANDVIEW HOSPITAL & MEDICAL CENTER,4.0
GRANDVIEW MEDICAL CENTER,2.0
GRANITE COUNTY MEDICAL CENTER,
GRANT MEDICAL CENTER,2.0
GRANT MEMORIAL HOSPITAL,3.0
GRANT REGIONAL HEALTH CENTER,4.0
GRANVILLE HEALTH SYSTEMS,3.0
GRAYS HARBOR COMMUNITY HOSPITAL,2.0
GREAT BEND REGIONAL HOSPITAL,3.0
GREAT FALLS CLINIC HOSPITAL,4.0
GREAT PLAINS HEALTH,3.0
GREAT PLAINS REGIONAL MEDICAL CENTER,3.0
GREAT RIVER MEDICAL CENTER,2.0
GREATER BALTIMORE MEDICAL CENTER,
GREATER EL MONTE COMMUNITY HOSPITAL,3.0
GREATER REGIONAL MEDICAL CENTER,4.0
GREELEY COUNTY HEALTH SERVICES,
GREEN VALLEY HOSPITAL,
GREENBRIER VALLEY MEDICAL CENTER,3.0
GREENE COUNTY GENERAL HOSPITAL,3.0
GREENE COUNTY HOSPITAL,3.0
GREENE COUNTY HOSPITAL CAH,
GREENE COUNTY MEDICAL CENTER,
GREENE MEMORIAL HOSPITAL,3.0
GREENFIELD AREA MEDICAL CENTER,
GREENVIEW REGIONAL HOSPITAL,4.0
GREENVILLE REGIONAL HOSPITAL INC,4.0
GREENWICH HOSPITAL ASSOCIATION,3.0
GREENWOOD COUNTY HOSPITAL,
GREENWOOD LEFLORE HOSPITAL,2.0
GRIFFIN HOSPITAL,2.0
GRIMES ST JOSEPH HEALTH CENTER,
GRINNELL REGIONAL MEDICAL CENTER,3.0
GRISELL MEMORIAL HOSPITAL,
GRITMAN MEDICAL CENTER,4.0
GROSSMONT HOSPITAL,3.0
GROUP HEALTH CENTRAL HOSPITAL,
GROVE CITY MEDICAL CENTER,4.0
GROVE HILL MEMORIAL HOSPITAL,3.0
GROVER C DILS MEDICAL CENTER,
GRUNDY COUNTY MEMORIAL HOSPITAL,
GUADALUPE COUNTY HOSPITAL,
GUADALUPE REGIONAL MEDICAL CENTER,3.0
GUAM MEMORIAL HOSPITAL AUTHORITY,3.0
GUAM REGIONAL MEDICAL CITY,
GULF BREEZE HOSPITAL,4.0
GULF COAST MEDICAL CENTER,3.0
GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,2.0
GULF COAST REGIONAL MEDICAL CENTER,3.0
GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS,3.0
GUNDERSEN LUTHERAN MEDICAL CENTER,4.0
GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,
GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS,4.0
GUNDERSEN TRI-COUNTY HOSPITAL AND CLINICS,
GUNNISON VALLEY HOSPITAL,
GUTHRIE COUNTY HOSPITAL,
GUTHRIE TOWANDA MEMORIAL HOSPITAL,3.0
GUTTENBERG MUNICIPAL HOSPITAL,
GWINNETT MEDICAL CENTER,4.0
H B MAGRUDER MEMORIAL HOSPITAL,4.0
H C WATKINS MEMORIAL HOSPITAL INC,
HABERSHAM COUNTY MEDICAL CTR,3.0
"HACIENDA CHILDREN'S HOSPITAL, INC.",
HACKENSACK UNIVERSITY MEDICAL CENTER,2.0
HACKENSACK-UMC AT PASCACK VALLEY,3.0
HACKENSACK-UMC MOUNTAINSIDE,2.0
HACKETTSTOWN MEDICAL CENTER,2.0
HAHNEMANN UNIVERSITY HOSPITAL,2.0
HALE COUNTY HOSPITAL,
HALE HO'OLA HAMAKUA,
HALIFAX HEALTH MEDICAL CENTER,2.0
HALIFAX REGIONAL MEDICAL CENTER INC,3.0
HALLMARK HEALTH SYSTEM,3.0
HALQUIST MEMORIAL INPATIENT CENTER,
HAMILTON COUNTY HOSPITAL,
HAMILTON GENERAL HOSPITAL,4.0
HAMILTON HOSPITAL,
HAMILTON MEDICAL CENTER,4.0
HAMILTON MEMORIAL HOSPITAL DISTRICT,2.0
HAMLIN MEMORIAL HOSPITAL,
HAMMOND HENRY HOSPITAL,4.0
HAMPSHIRE MEMORIAL HOSPITAL,
HAMPTON REGIONAL MEDICAL CENTER,3.0
HANCOCK COUNTY HEALTH SYSTEM,3.0
HANCOCK MEDICAL CENTER,3.0
HANCOCK REGIONAL HOSPITAL,3.0
HANNIBAL REGIONAL HOSPITAL,3.0
HANOVER HOSPITAL,3.0
HANS P PETERSON MEMORIAL HOSPITAL - CAH,
HANSEN FAMILY HOSPITAL,
HANSFORD COUNTY HOSPITAL,
HARBOR BEACH COMMUNITY HOSPITAL,
HARBORVIEW MEDICAL CENTER,2.0
HARDEMAN COUNTY MEMORIAL HOSPITAL,
HARDIN COUNTY GENERAL HOSPITAL,
HARDIN MEDICAL CENTER,3.0
HARDIN MEMORIAL HOSPITAL,4.0
HARDTNER MEDICAL CENTER,3.0
HARDY WILSON MEMORIAL HOSPITAL CAH,3.0
HARLAN ARH HOSPITAL,2.0
HARLAN COUNTY HEALTH SYSTEM,
HARLEM HOSPITAL CENTER,1.0
HARLINGEN MEDICAL CENTER,4.0
HARMON HOSPITAL,
HARMON MEMORIAL HOSPITAL,
HARNEY DISTRICT HOSPITAL,
HARPER COUNTY COMMUNITY HOSPITAL,
HARPER HOSPITAL DISTRICT NO 5,
HARPER UNIVERSITY HOSPITAL,2.0
HARRINGTON MEMORIAL HOSPITAL-1,3.0
HARRIS HEALTH SYSTEM,2.0
HARRIS REGIONAL HOSPITAL,2.0
HARRISBURG MEDICAL CENTER,3.0
HARRISON COMMUNITY HOSPITAL,
HARRISON COUNTY COMMUNITY HOSPITAL,
HARRISON COUNTY HOSPITAL,3.0
HARRISON MEMORIAL HOSPITAL,3.0
HARTFORD HOSPITAL,2.0
HASKELL COUNTY COMMUNITY HOSPITAL,3.0
HASKELL MEMORIAL HOSPITAL,
HAVASU REGIONAL MEDICAL CENTER,2.0
HAWARDEN REGIONAL HEALTHCARE,
HAXTUN HOSPITAL DISTRICT,
HAYES GREEN BEACH MEMORIAL HOSPITAL,3.0
HAYS MEDICAL CENTER,3.0
HAYWARD AREA MEMORIAL HOSPITAL,4.0
HAYWOOD REGIONAL MEDICAL CENTER,3.0
HAZARD ARH REGIONAL MEDICAL CENTER,2.0
HAZEL HAWKINS MEMORIAL HOSPITAL,2.0
HEALDSBURG DISTRICT HOSPITAL,3.0
HEALTH CENTRAL,3.0
HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,1.0
HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,4.0
"HEALTHALLIANCE HOSPITALS, INC",3.0
HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,
HEALTHBRIDGE CHILDRENS'S HOSPITAL OF HOUSTON,
HEALTHEAST ST JOHN'S HOSPITAL,4.0
HEALTHEAST WOODWINDS HOSPITAL,4.0
HEALTHMARK REGIONAL MEDICAL CENTER,4.0
HEALTHSOURCE SAGINAW,
HEART HOSPITAL OF LAFAYETTE,4.0
HEART OF AMERICA MEDICAL CENTER,3.0
HEART OF FLORIDA REGIONAL MEDICAL CENTER,2.0
HEART OF LANCASTER REGIONAL MEDICAL CENTER,3.0
HEART OF TEXAS MEMORIAL HOSPITAL,
HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,
HEARTLAND REGIONAL MEDICAL CENTER,2.0
HEBER VALLEY HOSPITAL,
HEBREW HOME AND HOSPITAL INC,
HEDRICK MEDICAL CENTER,4.0
HEGG MEMORIAL HEALTH CENTER,
HELEN HAYES HOSPITAL,
HELEN KELLER MEMORIAL HOSPITAL,2.0
HELEN NEWBERRY JOY HOSPITAL,3.0
HELENA REGIONAL MEDICAL CENTER,2.0
HEMET VALLEY MEDICAL CENTER,1.0
HEMPHILL COUNTY HOSPITAL,
HENDERSON COUNTY COMMUNITY HOSPITAL,3.0
HENDERSON HEALTH CARE SERVICES,
HENDERSON HOSPITAL,
HENDRICK MEDICAL CENTER,4.0
HENDRICKS COMMUNITY HOSPITAL,
HENDRICKS REGIONAL HEALTH,4.0
HENDRY REGIONAL MEDICAL CENTER,3.0
HENNEPIN COUNTY MEDICAL CENTER 1,2.0
HENRICO DOCTORS' HOSPITAL,4.0
HENRY COUNTY HEALTH CENTER,3.0
"HENRY COUNTY HOSPITAL, INC",4.0
HENRY COUNTY MEDICAL CENTER,3.0
HENRY COUNTY MEMORIAL HOSPITAL,4.0
HENRY FORD ALLEGIANCE HEALTH,4.0
HENRY FORD HOSPITAL,1.0
HENRY FORD MACOMB HOSPITAL,2.0
HENRY FORD WEST BLOOMFIELD HOSPITAL,2.0
HENRY FORD WYANDOTTE HOSPITAL,2.0
HENRY MAYO NEWHALL  HOSPITAL,3.0
HEREFORD REGIONAL MEDICAL CENTER,3.0
HERINGTON MUNICIPAL HOSPITAL,
HERITAGE VALLEY BEAVER,2.0
HERITAGE VALLEY SEWICKLEY,3.0
HERMANN AREA DISTRICT HOSPITAL,
HERRIN HOSPITAL,3.0
HEYWOOD HOSPITAL,3.0
HI-DESERT MEDICAL CENTER,2.0
HIALEAH HOSPITAL,3.0
HIAWATHA COMMUNITY HOSPITAL,2.0
HIGGINS GENERAL HOSPITAL,3.0
HIGH POINT REGIONAL HOSPITAL,3.0
HIGHLAND COMMUNITY  HOSPITAL,2.0
HIGHLAND DISTRICT HOSPITAL,2.0
HIGHLAND HOSPITAL,2.5
HIGHLANDS CASHIERS HOSPITAL INC,
HIGHLANDS HOSPITAL,2.0
HIGHLANDS MEDICAL CENTER,3.0
HIGHLANDS REGIONAL MEDICAL CENTER,2.0
HIGHLINE MEDICAL CENTER,3.0
HILL COUNTRY MEMORIAL HOSPITAL INC,5.0
HILL HOSPITAL OF SUMTER COUNTY,
HILL REGIONAL HOSPITAL,3.0
HILLCREST BAPTIST MEDICAL CENTER,2.0
HILLCREST HOSPITAL,4.0
HILLCREST HOSPITAL CLAREMORE,3.0
HILLCREST HOSPITAL CUSHING,3.0
HILLCREST HOSPITAL HENRYETTA,3.0
HILLCREST HOSPITAL PRYOR,4.0
HILLCREST HOSPITAL SOUTH,3.0
HILLCREST MEDICAL CENTER,2.0
HILLS & DALES GENERAL HOSPITAL,4.0
HILLSBORO AREA HOSPITAL,2.0
HILLSBORO COMMUNITY HOSPITAL,
HILLSDALE HOSPITAL,4.0
HILO MEDICAL CENTER,4.0
HILTON HEAD REGIONAL MEDICAL CENTER,2.0
HIMA SAN PABLO BAYAMON,2.0
HIMA SAN PABLO HUMACAO,
HIMA SAN PABLO-CAGUAS,2.0
HIMA-SAN PABLO FAJARDO,
HIRAM W DAVIS MEDICAL CENTER,
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,4.0
HOAG ORTHOPEDIC INSTITUTE,
HOCKING VALLEY COMMUNITY HOSPITAL,3.0
HODGEMAN COUNTY HEALTH CENTER,
HOLDENVILLE GENERAL HOSPITAL,3.0
HOLLAND COMMUNITY HOSPITAL,5.0
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,2.0
HOLMES COUNTY HOSPITAL AND CLINICS,3.0
HOLMES REGIONAL MEDICAL CENTER,3.0
HOLTON COMMUNITY HOSPITAL,
HOLY CROSS GERMANTOWN HOSPITAL,
HOLY CROSS HOSPITAL,1.5
HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,3.0
HOLY FAMILY HOSPITAL,3.0
HOLY FAMILY MEMORIAL,4.0
HOLY NAME MEDICAL CENTER,4.0
HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,3.0
HOLY ROSARY HEALTHCARE,3.0
HOLY SPIRIT HOSPITAL,4.0
HOLYOKE MEDICAL CENTER,2.0
HOLZER MEDICAL CENTER,2.0
HOLZER MEDICAL CENTER JACKSON,3.0
HOMESTEAD HOSPITAL,3.0
HONORHEALTH DEER VALLEY MEDICAL CENTER,3.0
HOOD MEMORIAL HOSPITAL,
HOOPESTON COMMUNITY MEMORIAL HOSPITAL,3.0
